Protein A	Protein B	T	S	uncertainty
O60885	Q9Y2U9	0	0.3272018	0.8805631
Q15428	Q9BXP5	1	0.55891836	0.9861145
O43257	Q8N3Z6	0	0.6548575	0.9040766
P62750	Q15800	0	0.43869582	0.98496723
Q96SF2	Q9UQR0	1	0.39767268	0.95811653
Q8NHQ9	Q9NPA3	1	0.32460877	0.87695163
Q9BUJ2	P0C7P0	0	0.41815937	0.9732084
P15923	Q16540	1	0.46808022	0.99592453
O94817	P35610	0	0.22817118	0.7044364
O94777	Q92576	1	0.28730574	0.81904465
P62263	Q8WVX9	0	0.27116013	0.79052925
P26373	P61081	0	0.22140728	0.6895444
Q9ULD5	Q9NWS0	0	0.41387448	0.9703295
Q9H2K0	Q8NHS1	1	0.41534635	0.971335
O15467	Q12948	0	0.3641649	0.92619526
Q9NX24	Q15042	0	0.6958295	0.8466032
P16401	Q5JXX7	0	0.33422276	0.8900716
O75352	P08047	0	0.28168678	0.80935735
Q969F8	Q9Y385	1	0.6222111	0.9402578
P62899	P39748	1	0.65986365	0.89777446
P28222	Q15369	0	0.4205317	0.97473913
Q9H2C0	Q05639	0	0.38400465	0.94618034
O75379	P14854	1	0.1672877	0.55721015
P42766	P62280	1	0.87707597	0.43125486
Q9UGP8	Q8TAA9	1	0.7748216	0.6978924
O60676	Q5T619	0	0.34465638	0.9034735
Q9BYP8	Q13887	0	0.5019965	0.999984
P54253	P18847	1	0.6634029	0.89319795
Q9NVX7	P54253	1	0.48790562	0.9994149
Q9Y5Y3	Q9UJT0	1	0.30330077	0.8452377
Q13087	Q96HE7	1	0.6433714	0.91777855
Q9H0W5	Q96HZ4	0	0.3855548	0.9476092
P42766	Q86Y78	0	0.14148991	0.48588204
P49916	Q7Z478	0	0.5036555	0.99994653
Q9H944	Q9Y3C7	1	0.44093266	0.9860442
Q9Y5Z0	Q8N8A6	1	0.21218143	0.66864187
Q99612	P08047	1	0.48731324	0.99935615
O43167	O95273	1	0.33647358	0.8930364
Q14202	Q96L73	0	0.6063496	0.95475906
Q8IXQ5	P10071	1	0.46887282	0.99612445
Q9P0M6	Q6IQ21	1	0.6194876	0.9428909
O95169	Q9BWE0	0	0.4089959	0.96687305
Q96SF2	P01308	0	0.6142612	0.9477775
Q8WUU5	P85037	1	0.7802549	0.68582875
Q9NVH1	P30519	0	0.78099936	0.68415743
O15534	Q9NX01	0	0.44473252	0.98778194
P55789	P25490	1	0.38990694	0.95151806
Q96EY1	Q13405	1	0.7883544	0.667407
P57060	O43583	1	0.4323421	0.98168963
Q9UFW8	O60832	0	0.5195597	0.99846965
Q14697	Q99750	0	0.5167779	0.998874
Q9BYV9	Q9NRE2	1	0.63941985	0.9222484
Q8IVS2	Q92611	0	0.39163628	0.9530293
Q9GZQ4	Q96DT7	0	0.23109946	0.71076995
Q8WXX5	P15336	0	0.44345608	0.98721117
Q9GZV8	Q9NV96	0	0.26497185	0.7790471
Q92905	Q53GT1	1	0.35558647	0.91657895
O95793	Q6DKI1	1	0.5553057	0.98776513
Q8NHZ7	Q9BUJ2	0	0.24969807	0.7493958
Q12906	Q9BWJ5	1	0.5809119	0.97381306
Q9NP55	Q96LI6	1	0.37436056	0.93685895
O60884	Q13217	1	0.6661548	0.88957036
Q9BWH2	Q99707	0	0.35650098	0.9176321
Q9NRC8	Q5T5X7	1	0.7114619	0.82113546
Q96DT7	Q5JXX7	0	0.4359129	0.98357135
Q96Q45	Q8TDL5	1	0.7807188	0.6847878
P36956	Q9H244	0	0.525867	0.9973236
Q9Y3I1	Q99460	1	0.6015443	0.958755
Q16635	P10809	1	0.72740465	0.7931485
Q99750	Q9ULZ1	1	0.52863556	0.99672
Q92633	O15321	1	0.6831963	0.86575645
Q9GZR5	Q99832	0	0.41899297	0.97375137
P25490	O15354	1	0.18485247	0.6027281
Q8WZ60	O43638	0	0.53356856	0.9954926
Q86X95	P54707	0	0.25713137	0.76405936
Q99583	Q96JJ7	0	0.0893366	0.3254223
Q9NRC8	Q9NVH1	0	0.32855794	0.88243043
P30793	Q96S59	1	0.43298098	0.9820337
Q99832	Q9ULM3	0	0.4378091	0.9845292
Q9NPI1	Q6NUQ1	0	0.18261808	0.59707487
Q6IQ21	P38919	0	0.6427343	0.9185077
Q15942	Q96HC4	1	0.8305573	0.56292754
P01106	Q9UBW7	1	0.6360197	0.9259946
P46782	Q68E01	0	0.46103555	0.99392706
Q8N6L1	P06744	0	0.2696331	0.7877244
Q9NR30	P38919	0	0.8481326	0.51521474
Q8N8A6	Q9UL40	0	0.43659055	0.98391694
Q99459	Q9UJX6	1	0.43645856	0.9838499
O95251	Q96BR9	1	0.78052217	0.68522924
P78563	Q9NVU7	1	0.5226725	0.9979438
P63220	P49450	0	0.27635658	0.7999345
Q9P0K8	Q2TAL8	1	0.705836	0.8305262
Q9NS00	Q9UNL2	0	0.64803445	0.9123432
Q9Y231	P35414	0	0.5613104	0.98496413
Q9NWT8	P49711	1	0.62716717	0.93531406
O15014	Q13330	0	0.7252324	0.7970814
P49450	O43823	0	0.55751175	0.9867696
P38919	Q9UJX6	0	0.58020216	0.97427046
Q05639	P62750	0	0.7163214	0.8128202
Q9UN30	P04920	0	0.22760293	0.7031993
P01308	Q99497	1	0.5497656	0.9900935
O60885	O95243	1	0.3656544	0.92780507
Q9NZ81	P30044	0	0.3160005	0.86457676
Q6NUN9	P25090	0	0.2718456	0.7917823
Q6ZN17	Q9NPE3	1	0.49491674	0.99989665
Q9UGP8	Q9H3N1	1	0.8087457	0.61870444
O60885	P25490	1	0.6890277	0.8570741
Q9UHI5	Q9P2G3	0	0.33669424	0.8933249
Q96L73	Q8IZR5	0	0.22607401	0.69985825
P14854	Q6TDP4	0	0.44637465	0.9884973
Q15477	Q9H244	0	0.27919745	0.8049849
P05388	Q9UKX7	0	0.6817067	0.86793065
O14880	Q16698	1	0.76442975	0.72030765
Q96FW1	P37840	1	0.44852793	0.98940253
Q9UL58	Q8WW01	1	0.52865034	0.9967166
Q86YF9	Q6NYC8	1	0.69780135	0.8434985
Q9UBS4	Q9Y3D5	0	0.3862717	0.9482634
Q9Y2Q3	Q9UNL2	1	0.36038783	0.9220338
P01308	P56556	1	0.5555202	0.98767006
Q9BWW7	Q8WUB2	0	0.59214824	0.9660348
O60832	Q96ME7	0	0.66990453	0.8845298
P14635	Q9H6H4	0	0.2442177	0.73830163
Q8WXX5	O75953	0	0.57537603	0.9772738
O75683	Q9NVP1	1	0.82972866	0.56511605
P35269	Q13887	1	0.39230832	0.95360994
Q9H2C0	P26373	1	0.38117263	0.9435202
O94761	Q8N807	0	0.34327585	0.90175015
O95786	Q16740	0	0.23347668	0.71586126
Q86SX6	O43741	0	0.21794249	0.68177426
Q6P1W5	Q9ULD4	0	0.3574912	0.91876495
O95139	A6NFD8	0	0.13215679	0.45876548
P31153	Q8TDV0	0	0.2696563	0.7877671
P54274	Q14894	1	0.36024806	0.92187756
P23769	P47710	0	0.45787877	0.99290323
O00624	Q8WY22	1	0.68837696	0.8580565
Q9UHR6	O75643	1	0.37882435	0.9412658
O75396	Q9H7E9	0	0.16737759	0.55744934
O94761	P07737	1	0.41600007	0.97177607
O43914	Q8TB61	1	0.62563956	0.93685883
Q8N680	O95251	1	0.7128499	0.81877965
Q13304	Q8TCT9	0	0.6861147	0.86144525
Q969Q0	Q96JP5	1	0.61250925	0.9493667
Q7Z4I7	Q16740	0	0.36040822	0.92205656
Q9NRC8	Q9UIF9	1	0.72232246	0.8022909
Q9BPZ7	Q9NY35	0	0.4895298	0.9995615
Q9Y6Y0	Q8WUU5	0	0.4410633	0.9861059
Q5VWG9	P49848	1	0.5950022	0.96389836
Q9Y3S2	Q9BZ95	1	0.71976125	0.80682
Q7L2E3	Q9BTE3	1	0.6785244	0.8725162
Q7L014	O95562	0	0.22695139	0.7017779
Q92905	P35610	1	0.21035202	0.6644162
Q13206	Q9BWV2	0	0.27551988	0.79843473
Q16637	Q9ULX6	0	0.53235716	0.99581206
O95793	P25398	1	0.41636786	0.9720226
O95139	Q96EY1	0	0.77549404	0.69641215
Q8NCK7	P55786	1	0.71697056	0.8116951
Q9UHR6	Q5T4S7	1	0.55782324	0.9866259
O75352	Q96EY1	0	0.7348452	0.7793909
Q9H1X3	Q8NBE8	0	0.16132838	0.5412061
P26373	Q9BYC9	1	0.85451674	0.4972715
P05019	Q8N8B7	1	0.38256577	0.94483685
Q96N64	Q96KM6	1	0.7683479	0.7119576
P42766	P49768	0	0.12839155	0.44762862
P19447	Q7L5L3	1	0.21144974	0.666955
P17028	Q9BVJ6	1	0.6068777	0.9543086
O43918	P18621	0	0.2160146	0.6774091
P35244	O60216	1	0.52314913	0.9978565
P31025	B3EWG3	1	0.51447725	0.99916166
Q92793	Q9UJ78	1	0.47180793	0.99682075
Q5JTC6	P40227	0	0.20149498	0.643579
P21246	Q6IB77	1	0.32143384	0.8724565
P38117	P05388	0	0.48705032	0.99932927
P09669	P17535	0	0.24611688	0.74217343
Q9UBL3	O60884	1	0.41700062	0.97244436
O75953	O60870	0	0.42761347	0.9790407
Q86XP3	O43290	1	0.70182467	0.83706725
O15198	P17098	1	0.486192	0.99923736
Q8N3Z6	Q9BX68	0	0.20261681	0.64625293
Q8NGK6	P04920	1	0.5537613	0.9884389
Q9UP52	P23368	0	0.30070427	0.8411249
P17022	Q15697	1	0.7016477	0.8373528
O15156	O95994	0	0.3390079	0.8963262
Q9Y3S2	Q9UGM1	0	0.26403964	0.7772908
Q10586	Q8WXI9	0	0.47008738	0.99642086
O94761	O43513	0	0.5973181	0.9621167
P57055	Q9Y5Y3	0	0.3571492	0.9183746
Q9UJW2	Q14592	1	0.39121863	0.9526664
Q15672	Q96HZ4	1	0.6198603	0.942534
Q16718	P26678	0	0.42903793	0.97985756
P55317	P56192	1	0.4960508	0.99993753
O75376	P57739	0	0.2532252	0.7564088
Q86U44	P49411	1	0.16774713	0.5584321
Q96MF4	Q9H116	1	0.5050393	0.99989843
P30519	Q92685	1	0.65961283	0.89809495
Q96HH4	Q9Y3E5	1	0.7963364	0.6487389
P41002	P05198	1	0.48014623	0.99842334
Q16540	Q14CW9	0	0.5726294	0.9788999
P41002	Q9UGP8	0	0.24541228	0.74074036
Q8TCC3	O60885	0	0.25068307	0.7513643
O00398	P56937	1	0.5153084	0.9990626
Q96BI3	Q14469	1	0.16316566	0.5461705
Q0D2K3	Q9BQ95	0	0.4355967	0.98340887
Q14940	P49407	1	0.48728538	0.99935335
Q92633	Q8NHS3	1	0.6426698	0.9185813
P80188	P42166	0	0.24552628	0.74097246
O75683	Q99788	0	0.26527613	0.7796188
Q86Y39	O75306	1	0.8604251	0.48037493
Q14697	O95183	0	0.6253339	0.9371657
P10176	Q9NQ50	1	0.848957	0.512916
Q96B49	Q75WM6	0	0.17744674	0.58383757
Q96RE7	Q9NVN3	0	0.5470587	0.9911419
Q8IX18	Q99459	1	0.59523094	0.96372426
Q9Y468	O95785	1	0.6070533	0.95415837
P62888	Q6ZN55	1	0.46031195	0.99369943
O60885	O14497	0	0.75163877	0.74671173
Q16740	Q96EY8	1	0.90450245	0.34551108
Q9H1X3	P40429	1	0.30214694	0.8434167
Q9NR77	Q9H6H4	1	0.83987874	0.5379298
Q8WVX9	O60756	0	0.53049326	0.99628067
Q13887	Q12857	1	0.7076244	0.8275685
Q9UH92	Q9NP71	1	0.6382463	0.92355186
P35244	P05388	1	0.6061507	0.9549281
Q16637	Q96L58	0	0.2896001	0.8229275
P14635	Q8WWK9	0	0.5992599	0.9605899
Q5T8I3	O15446	0	0.4099234	0.9675448
Q9NRC8	P55786	1	0.31952265	0.86971176
P25490	Q01201	1	0.6056832	0.95532423
O75396	Q86SR1	0	0.7832056	0.6791783
Q99714	P13010	1	0.34090343	0.89875317
Q9NR12	Q9UGP4	1	0.83671045	0.54650426
P54253	Q92766	0	0.70506334	0.8317961
P29083	Q9UJX4	1	0.4067403	0.9652105
Q9H2F3	Q8N5K1	1	0.8036691	0.63114035
Q13113	P82932	0	0.2796395	0.80576503
A4D1B5	O75165	0	0.5978757	0.96168137
O60885	P51685	0	0.21070662	0.66523737
P10242	P54253	1	0.74091506	0.7678397
Q13304	Q8NHS3	1	0.66900516	0.88574904
Q96DT7	P26196	1	0.67189586	0.88180727
Q9UFB7	Q6P3S6	0	0.5015064	0.99999094
Q71U36	P78347	0	0.42921707	0.9799591
Q99497	P37840	1	0.4617877	0.9941593
Q99497	P37837	1	0.5251633	0.9974672
P15923	Q7RTU7	1	0.54172975	0.99303454
Q9H1C4	O75964	1	0.5556666	0.9876049
Q9BT76	Q6IE81	0	0.2963889	0.8341701
Q8NHY6	O95600	0	0.63433516	0.9278163
Q9NRC8	Q96GQ7	1	0.72644293	0.7948944
Q9UGM1	Q8N5K1	1	0.6224601	0.94001406
Q5T871	Q6P1W5	0	0.44104847	0.9860988
P07902	Q9BRT9	0	0.47676122	0.9978398
Q86VZ1	P53567	0	0.34782627	0.90737265
Q96BT3	Q9C009	0	0.4630689	0.9945444
P26358	P61313	0	0.75370866	0.74252766
O14867	Q9H9B4	0	0.32993394	0.8843101
O00526	Q9H7F0	1	0.7221501	0.80259734
Q6Y2X3	P82979	1	0.22002749	0.68646157
Q9BQS6	Q8TCN5	1	0.6184309	0.9438965
Q96DZ7	Q04941	1	0.6584323	0.8995968
O94880	Q16740	0	0.43173483	0.98135954
Q9GZM5	P62805	0	0.10272139	0.36867884
O00399	P49411	0	0.34123385	0.89917326
O75626	O75569	0	0.63678604	0.9251583
Q9P0U4	P51610	1	0.6203395	0.9420736
Q8WY22	P17987	0	0.4087121	0.96666604
P57055	P85037	1	0.32296425	0.8746334
P49184	Q9BV94	1	0.5020815	0.99998266
Q99750	O94817	1	0.42377365	0.9767582
P61513	Q5TCM9	0	0.454056	0.9915565
P15941	P61619	0	0.5805786	0.97402835
Q8IZU0	Q96RJ6	1	0.56496197	0.9831198
P49327	Q99705	0	0.42125493	0.97519684
Q92665	Q9BWH2	0	0.63365686	0.9285434
O96005	O00214	0	0.5445983	0.992044
Q8TAE8	Q9Y3E5	1	0.63533	0.92674315
P01106	P62750	1	0.5691593	0.9808679
P09669	P35269	0	0.21913543	0.6844604
Q9H8E8	P13667	0	0.2554229	0.7607281
O75683	P82912	1	0.555463	0.9876954
Q96A57	P62805	0	0.12594247	0.44032386
Q9UBL3	P61513	1	0.46434104	0.99491376
O43889	Q5SSJ5	0	0.2588922	0.76746815
Q16795	O96000	1	0.79631495	0.64878976
P0C7T5	Q96IQ9	0	0.67896813	0.8718816
O75081	Q9H4A6	0	0.18247089	0.596701
Q13304	Q15047	1	0.28541514	0.8158133
Q8TED1	P08047	0	0.25690138	0.7636123
Q08380	Q9Y5B8	1	0.6639205	0.89252025
O15055	Q96HE7	1	0.2646615	0.7784631
O43290	P04920	0	0.10245044	0.36781737
Q9NRC8	Q9UGU0	1	0.58379537	0.97191334
O60756	Q8IWL3	0	0.5736318	0.97831345
P08047	P25208	1	0.6437041	0.9173965
P61081	O14530	1	0.20530207	0.65261257
Q9NZC7	O00487	0	0.52903265	0.9966284
Q9NZI5	Q8TE85	1	0.70559615	0.8309209
Q9NWS8	O94761	0	0.10916351	0.38898733
Q9P0K8	P25490	1	0.6475341	0.9129348
P62805	Q86V15	1	0.5890438	0.9682848
Q15008	Q9NPI1	0	0.51611656	0.99896103
Q99832	P51164	1	0.2906498	0.82469
P62750	P39019	1	0.62886965	0.93357044
Q5T3I0	Q96GQ7	1	0.65754044	0.90072405
Q99714	P49327	1	0.6725668	0.88088286
P16615	P62847	0	0.3230475	0.8747512
Q8N2M4	Q5JXX7	1	0.58464986	0.9713376
Q9H0U6	P49411	1	0.93915474	0.22857244
Q9NVH6	P63220	1	0.33856758	0.8957583
Q13127	Q6JVE5	1	0.18870528	0.6123824
P00813	Q9NPI6	0	0.41554967	0.9714726
P62750	P62854	1	0.721073	0.80450696
Q9NP92	Q9NQ50	1	0.81391305	0.6058344
Q96LL9	P63279	0	0.2208693	0.68834424
P61081	Q6R327	0	0.5288111	0.99667966
Q96S59	Q99497	1	0.48403332	0.9989802
Q9P1U0	P30876	1	0.533332	0.99555594
P06307	P41231	0	0.46766093	0.99581677
P38919	Q9P2R6	0	0.45170957	0.9906721
P15941	Q969S0	1	0.6073093	0.9539389
Q7L014	Q9Y3S2	0	0.73310536	0.78264755
P39019	P30876	0	0.59202045	0.96612895
P30519	Q15047	1	0.30279198	0.84443605
P42166	Q7L014	1	0.3648347	0.9269214
P55085	Q9UI26	1	0.35783747	0.9191593
Q9GZM5	Q15562	0	0.16803575	0.5591989
Q92793	P37275	1	0.66148955	0.8956845
Q8IXH7	P24864	0	0.35911456	0.9206052
O00566	Q96BK5	0	0.722151	0.8025958
Q2M2Z5	O60216	0	0.38579437	0.94782823
Q13951	P14635	0	0.5284864	0.9967541
P49023	Q68DQ2	1	0.63869756	0.92305195
Q15022	O95167	0	0.27082172	0.7899093
Q13129	P10244	0	0.5980306	0.96156
P41595	P34995	1	0.6176485	0.94463533
Q99999	O95167	1	0.72820705	0.7916862
P09622	Q15102	1	0.4122017	0.96916586
P40227	Q9NXV6	0	0.48812824	0.99943626
Q9NV56	Q16540	0	0.33380783	0.88952065
O15516	P67870	1	0.4414228	0.9862748
Q6ZP80	Q9NR30	0	0.13295157	0.46110183
Q969T4	Q9BY49	1	0.48693633	0.99931735
Q9NRE2	Q13330	1	0.65757674	0.9006783
P63279	P49848	0	0.4184018	0.9733669
P80188	P49327	0	0.5760321	0.9768765
Q9UKX7	P52435	0	0.5476374	0.9909227
Q99853	Q8TAE8	1	0.2589707	0.7676195
P61513	Q9BYD6	0	0.5331279	0.9956102
Q9NWS0	Q8TAB7	0	0.40505612	0.96394265
Q5T6C5	Q9Y5L4	0	0.23852317	0.72651947
Q9NR12	Q4KMQ1	1	0.73707086	0.77518964
P62854	Q01201	0	0.5093071	0.9996535
Q9NS00	Q5JX71	1	0.6826356	0.86657697
Q8NAP3	Q56P03	0	0.7251514	0.7972274
P21246	Q9NPJ1	1	0.35182098	0.91217196
Q96BK5	P13807	1	0.28775343	0.81980556
P55786	Q9H609	0	0.27406353	0.7958108
Q12962	Q92830	1	0.52842724	0.9967676
Q96LL9	P27540	0	0.24173754	0.73320204
Q5T653	O60832	1	0.78805715	0.6680923
Q92905	P82921	0	0.39425653	0.9552733
O14842	P57678	0	0.43878967	0.9850132
Q6IAA8	P01106	0	0.28966767	0.82304126
Q15047	Q9H2U1	0	0.7156502	0.81398
P25116	Q9NQ11	1	0.7163149	0.81283146
P62899	P62263	1	0.7932235	0.6560799
P49450	O14717	0	0.3707031	0.93312925
O75306	Q86VK4	0	0.20211512	0.6450584
Q96FF9	Q86TJ2	0	0.5866245	0.96998477
Q9H0U6	Q96ME7	1	0.4801953	0.99843115
Q99814	O43286	0	0.16599774	0.55376995
Q8IX18	Q96DT7	1	0.6484813	0.9118132
O95711	Q9NPD7	1	0.743132	0.76354736
Q5VUA4	Q49A26	0	0.5546601	0.9880491
Q9Y3E0	Q92905	0	0.23546772	0.7200907
Q9H9B4	Q7L2E3	1	0.2190804	0.6843367
Q9H3N1	Q9H1E5	1	0.87957346	0.42369595
P62805	Q9H5V7	0	0.50119233	0.99999434
Q5VYS8	Q9UJX4	0	0.52745086	0.9969858
Q5VU57	P50990	1	0.302211	0.843518
P61244	Q96K58	0	0.6592991	0.8984952
Q8N680	P45880	1	0.38575727	0.9477944
Q8N6G5	P62805	0	0.17646112	0.58129036
P43681	Q5H8A4	1	0.559586	0.98579806
Q6NUN9	P62847	1	0.50490165	0.9999039
Q15022	Q5TAX3	0	0.68672633	0.8605331
Q9NWH2	P60201	1	0.6980409	0.8431192
Q9NPC1	O15534	1	0.35355607	0.91421676
Q16581	P03928	1	0.47622046	0.99773806
Q96FI4	Q8NHQ9	1	0.52396023	0.9977036
Q7Z7K2	Q96GQ7	1	0.5175746	0.9987645
Q7KZN9	Q6P4A7	1	0.8518345	0.50485003
Q99832	Q13087	0	0.7033119	0.8346571
P78563	P0C7T5	0	0.5761876	0.9767818
Q9H1E5	Q16718	0	0.74142	0.7668656
Q8IV13	P24863	0	0.67368597	0.8793327
Q9Y5Y3	Q5H8A4	1	0.697292	0.8443035
Q96JP5	P07305	0	0.68574315	0.8619979
Q6PID8	Q9UBS4	0	0.32346883	0.875347
P10109	Q969R5	0	0.13337433	0.46234247
P26373	Q15633	1	0.3246112	0.87695503
Q96KC8	Q8WUY8	0	0.69513905	0.847683
Q13330	Q9UN88	0	0.19225301	0.6211672
P04844	Q96B49	1	0.8605275	0.48007965
Q7L2E3	Q13127	0	0.6652099	0.89082277
Q14146	P57071	0	0.45055443	0.99022055
P62899	Q92522	1	0.8380902	0.5427801
Q92611	Q9Y3I1	1	0.6005258	0.9595783
Q9HB58	Q16650	0	0.4762147	0.99773705
Q9Y3E0	O95169	1	0.7045689	0.8326062
P19404	Q5VYS8	1	0.17704177	0.5827919
Q68E01	Q6IE81	0	0.46502778	0.9951077
Q14197	Q9NV70	1	0.0818467	0.30059126
P35268	P63220	1	0.45584425	0.99220103
Q9H1C4	O96005	1	0.749435	0.75112873
Q9H582	Q9H2P0	1	0.7297945	0.78877795
Q8N6T7	P07992	1	0.2632945	0.775882
P42766	Q96ME7	1	0.7092936	0.82478476
Q9H9B4	O60503	0	0.6113142	0.9504366
Q96HJ3	Q8N661	1	0.21631591	0.6780933
Q03135	Q9H1Y0	1	0.4335323	0.9823282
Q13330	Q5J8X5	0	0.17538701	0.57850564
O15514	P05388	0	0.4223512	0.9758826
Q6P158	Q14166	1	0.5922267	0.96597695
P45880	Q16795	1	0.6704099	0.8838418
Q9BXP5	Q8N543	1	0.5490419	0.9903796
Q8N680	Q9UBB5	1	0.68994707	0.85568047
Q9UKD1	Q96MX0	0	0.26837888	0.78540665
Q14657	Q9BRT9	1	0.61053807	0.9511253
P59923	P38117	0	0.25302193	0.7560073
Q99437	Q16635	0	0.6845475	0.8637689
Q9UGP8	Q15042	1	0.3344665	0.8903947
Q12830	Q01664	1	0.6327207	0.9295409
Q49AN0	Q969S6	0	0.36641115	0.92861605
Q96JM7	Q5MJ10	1	0.53024167	0.99634176
Q7RTS1	P62424	1	0.49278176	0.99979156
Q9Y5T4	P17010	0	0.30695373	0.85093254
P05026	Q15008	1	0.28102314	0.80819654
P10809	O43615	1	0.78578717	0.67330277
Q96KC8	Q96JM7	0	0.28981653	0.82329166
Q13838	Q6Y2X3	1	0.1936106	0.6245021
Q9UKG4	Q3V5L5	0	0.6511987	0.9085558
Q96I36	Q96EL2	1	0.69269556	0.8514737
P01100	Q9NPI1	1	0.62309986	0.9393857
Q09161	Q96FW1	0	0.54201823	0.99293786
Q8IV20	Q9Y3I1	0	0.7623938	0.72459805
O75478	Q6PEW1	1	0.69263214	0.85157144
Q5JX71	Q8IXM6	1	0.7214112	0.8039083
Q9NPI1	P05198	1	0.5147606	0.9991285
O15235	Q92905	0	0.39057142	0.9521015
Q99459	P17987	1	0.23116143	0.7109033
P41595	P16152	1	0.42287987	0.97620994
Q96HE9	Q00796	1	0.31219968	0.85892415
P61513	Q5SSJ5	0	0.74049896	0.768641
O14960	Q9UPY3	1	0.49997348	1.0
A3KN83	P46782	0	0.5072403	0.9997903
Q99707	P08588	0	0.30009124	0.8401459
Q16718	Q5T653	0	0.70132333	0.83787566
Q9H0U6	Q71U36	0	0.5061071	0.9998508
Q9NY97	P17040	0	0.20214503	0.6451296
Q9UGP4	P40227	0	0.15601462	0.52669626
Q96JM2	Q96Q07	0	0.48825985	0.99944866
Q96DT7	Q7Z4V0	0	0.64587	0.9148878
Q8N239	Q9H8H0	1	0.5562876	0.9873268
Q30KP8	Q96RE7	1	0.46039215	0.99372494
Q9H116	O75879	0	0.41169408	0.9688083
Q86TG1	Q15800	1	0.71683	0.811939
O43741	Q9UBW7	0	0.35481966	0.91569066
Q8IX18	Q9UKJ3	1	0.5990065	0.9607909
Q6EEV4	Q92793	0	0.45969206	0.99350107
Q8TAZ6	P31358	1	0.6846259	0.86365306
Q9NU63	P26358	1	0.53608847	0.9947905
Q2QGD7	P62424	0	0.4003003	0.96023995
P54253	Q9UNL2	0	0.17212167	0.56998324
P17568	Q9Y3I1	0	0.41870588	0.97356504
Q13642	Q92793	1	0.5569995	0.9870042
Q9C009	Q9P215	0	0.66302013	0.89369774
Q9P2X7	Q16649	1	0.36552766	0.9276688
P62854	P62857	1	0.5166546	0.9988905
O15446	Q9ULV3	1	0.67637223	0.87557137
Q9Y3E0	P38117	1	0.3161865	0.86485034
O15446	P61313	1	0.57856286	0.9753115
P02775	Q9UBK5	0	0.5821827	0.972984
P41231	Q969M3	1	0.5251986	0.9974601
Q96BK5	P61513	1	0.70694923	0.8286881
P25490	Q96L73	0	0.4803091	0.998449
Q9H2K0	P60201	1	0.29303372	0.82865983
Q96JP5	P14635	0	0.54012036	0.99356145
P04920	Q9NR48	0	0.100335315	0.36107257
P10606	Q9UBR2	0	0.4268965	0.9786235
Q9H1A4	Q86U28	0	0.41557166	0.97148734
O95274	Q6ZRP7	1	0.7842651	0.6767734
P16401	Q16740	0	0.36046326	0.922118
P62424	Q99990	0	0.23923552	0.72800756
Q12907	Q8TDD1	0	0.1454193	0.4970901
P24864	Q14188	1	0.516357	0.9989298
Q14592	P82921	1	0.65414685	0.90495497
P68036	Q2TAP0	0	0.4686495	0.9960686
O95793	P49642	1	0.5823899	0.97284764
Q14197	P17568	1	0.9312864	0.25596818
Q15428	O43670	1	0.70400107	0.83353424
Q71U36	P49411	1	0.5574659	0.98679066
P14635	P61244	1	0.53375125	0.9954434
P61313	Q01658	0	0.6789567	0.871898
Q9NVN3	Q9NWS0	0	0.52168465	0.9981191
O14625	P19447	0	0.60394675	0.9567803
P62899	A6NI15	0	0.4553411	0.99202234
Q9Y3E0	P40429	0	0.17424433	0.575533
P62805	Q8IXK0	1	0.38542548	0.94749075
Q9UL40	Q96GQ7	1	0.41350776	0.9700764
Q03135	Q92610	0	0.1502563	0.5107174
Q6NXT4	Q9UHI5	0	0.87091714	0.4496819
P07305	Q9H116	0	0.6385108	0.923259
P51674	Q9GZM5	1	0.7329447	0.782947
P27540	P35269	1	0.4449917	0.9878963
P23381	P04080	0	0.42963827	0.9801969
Q9BSJ5	Q9UI09	1	0.2051315	0.65221024
Q9H2K0	P78423	0	0.46267256	0.9944266
O60220	P62072	1	0.7595316	0.73057336
Q5T0J3	Q9BWW8	0	0.47109026	0.9966569
P13807	Q8NC60	0	0.41537204	0.97135246
Q9NWH2	Q7Z7N9	1	0.7455534	0.75881416
Q92905	O43823	1	0.5279331	0.996879
P24863	P49450	0	0.5272219	0.99703586
P25090	P49023	0	0.47606543	0.9977086
P63220	Q9H5V7	0	0.2965833	0.8344866
P41597	O94766	1	0.6305018	0.93187714
Q9NVQ4	Q9BPU9	0	0.4006618	0.96052766
Q9ULL5	O60281	0	0.5622651	0.98449224
Q96Q45	P10242	0	0.19944523	0.63866735
A0PK11	O60266	1	0.7613655	0.72675234
Q8WUU5	P52739	1	0.7449726	0.75995374
O95793	Q9HBJ0	0	0.4079279	0.966091
Q11206	Q9Y3S2	0	0.21928759	0.6848022
Q9H582	Q8N5Y8	1	0.2799136	0.8062479
P01308	O75879	1	0.48351076	0.99891245
Q9H1X3	Q15042	1	0.29312012	0.8288028
Q6NUN9	O75190	1	0.51135296	0.9994844
Q9NXZ2	O75475	0	0.55138123	0.9894399
Q12906	Q04837	1	0.19748741	0.6339445
Q99941	Q9Y6Y0	0	0.4277392	0.9791135
Q86UK7	Q5VYS8	0	0.7020734	0.8366654
Q8TDT2	Q9UHI6	0	0.25038913	0.75077766
P52434	P43119	0	0.4252109	0.9776264
Q8TDZ2	Q9Y3S2	0	0.45159507	0.9906278
P14854	P54132	0	0.35625634	0.917351
