Protein A	Protein B	T	S	uncertainty
Q13485	Q9H0W5	0	0.58821166	0.9688748
Q9H0U6	P46782	0	0.45226803	0.9908867
P15144	Q53GQ0	1	0.74166685	0.76638854
P57086	Q9NRC8	0	0.5235708	0.9977777
P82930	P26373	1	0.6667565	0.8887691
Q14657	Q04656	1	0.5234897	0.99779296
Q9NS75	Q8N4V2	1	0.63887787	0.92285174
Q86Y39	O95139	1	0.98882294	0.044208545
O95786	O75569	1	0.55413395	0.98827803
O43173	Q6NXT4	1	0.8178257	0.5959474
Q13217	Q6ZN55	0	0.32392657	0.8759926
Q8IYL3	Q6DN03	0	0.63082856	0.93153554
P51659	Q04656	0	0.4552181	0.9919784
O43167	A6NI15	0	0.3613783	0.9231361
P54274	O94761	1	0.7343306	0.7803567
P18621	Q14562	1	0.60804904	0.9533016
Q5MJ10	P62750	0	0.42654377	0.97841674
Q15554	P37837	1	0.5607344	0.98524535
Q8NFB2	P01100	1	0.2557045	0.7612788
Q03135	Q9NZC7	1	0.57347476	0.97840583
P30519	P10606	0	0.75391334	0.74211204
Q8N0Y2	Q96FF9	0	0.3841875	0.9463499
P78371	P24864	1	0.15199013	0.5155565
Q9NR28	O15498	1	0.8730594	0.44330677
O15198	Q99081	0	0.5805385	0.9740542
P01106	Q5THK1	1	0.5165953	0.9988984
Q13126	Q12907	0	0.4378667	0.9845578
P55085	Q96CB8	1	0.31284258	0.8598884
P62633	P80188	0	0.25609228	0.7620361
Q8N5U1	Q8N4Q1	0	0.4349005	0.98304814
P46013	Q9Y3D3	1	0.5295505	0.99650705
Q8TCT7	Q01658	1	0.3544165	0.91522175
Q9BQ95	P31358	0	0.20364186	0.64868736
Q9H6H4	Q9H2F3	1	0.42501408	0.9775084
Q9BV40	Q66K89	0	0.1606371	0.53933126
O43889	P18848	1	0.5157661	0.99900573
Q02577	Q9NS00	0	0.29260466	0.82794863
Q8N434	Q9BU23	1	0.88624924	0.40324607
Q9ULD4	Q9UNL4	1	0.63417983	0.9279831
Q9NPA3	Q00403	0	0.19721653	0.6332887
P18621	Q15648	0	0.19541945	0.62892276
A6NCF5	P49368	1	0.56276006	0.9842447
Q9H300	Q9BQ95	1	0.9331476	0.2495326
Q6ZN17	O43167	1	0.60271305	0.9578001
P56597	P34995	0	0.23833157	0.72611856
O60885	O75643	1	0.57730293	0.97609705
Q6NVU6	O75593	1	0.43480727	0.98299956
Q9NUL7	P19404	1	0.8426978	0.53023285
O00716	Q7Z2E3	0	0.52242845	0.99798787
Q8TDD1	P51946	0	0.2688531	0.78628445
P05388	P04844	1	0.6046755	0.95617217
P14854	Q99832	0	0.4266981	0.97850734
Q9P1U0	Q9NWS0	1	0.6134055	0.9485567
P01106	Q9Y6Q9	1	0.67813134	0.8730769
Q9BYR5	Q05639	0	0.30102694	0.84163886
Q9Y242	P01106	0	0.573012	0.978677
O00716	Q86UK7	0	0.5668298	0.9821351
P16152	Q9NV96	0	0.4004655	0.9603715
P43351	Q96Q45	0	0.4368324	0.98403937
Q8IV31	Q16617	1	0.5899386	0.9676442
Q99788	Q6GMV2	0	0.6558858	0.9027985
Q16740	Q9Y2Q3	1	0.8889493	0.39487386
Q9NRG0	Q13126	1	0.26435086	0.7778779
Q9NR28	Q13405	0	0.8693359	0.454364
Q9Y6A9	P54707	1	0.6120544	0.9497752
O95786	P51610	0	0.44392523	0.9874224
Q9H0R8	O75556	0	0.28403884	0.8134431
O60885	Q9ULM3	0	0.6855225	0.8623256
P24522	Q86VN1	0	0.48068714	0.99850804
Q9NV96	Q9BYR5	0	0.4958554	0.9999313
Q15697	Q9NWS9	1	0.5900278	0.96757996
Q9H244	Q9BQ95	1	0.75528884	0.73931044
P15172	Q9Y6X0	0	0.5214025	0.99816775
Q7Z7H8	Q9UNL4	0	0.16978595	0.56383467
Q2KHR3	P54132	0	0.52851415	0.9967478
Q9Y618	P41182	1	0.4961847	0.99994177
Q9C0C9	Q5VVQ6	0	0.47714967	0.99791145
O15446	Q9UPW5	1	0.43995214	0.985577
P02786	Q9P0J7	1	0.547247	0.99107087
Q8NBI6	Q9Y6M5	1	0.30105853	0.84168917
O95251	P55201	1	0.6454248	0.9154065
Q14562	P62701	0	0.73821	0.77302396
Q9GZM5	Q58F21	0	0.1162439	0.41092503
Q8NFD5	Q8IZU0	0	0.3671012	0.9293516
Q6ZN17	O60832	1	0.8039459	0.63046753
P46013	Q9NR28	1	0.4592738	0.99336547
Q14116	Q12906	0	0.48623884	0.99924254
P55265	Q16740	0	0.33300993	0.88845724
Q56NI9	Q71U36	0	0.41756988	0.9728211
Q9Y4D2	Q3ZAQ7	1	0.72022253	0.80600816
P04080	Q8N680	0	0.38102964	0.94338423
Q6UWN0	Q495W5	1	0.7856822	0.67354274
Q9Y3E0	P17568	1	0.8143348	0.60477453
Q9BZS1	O60503	0	0.3294975	0.8837156
Q6YN16	P26196	0	0.2626233	0.7746092
O95786	P61604	0	0.645964	0.914778
P62847	O95182	0	0.61400664	0.94800997
Q9Y6H6	Q8N5K1	1	0.60069674	0.95944065
Q96FI4	P25090	0	0.04436456	0.16958538
Q9NRC8	Q7Z3K3	1	0.40787387	0.9660511
Q9H1C4	Q9H300	0	0.72230715	0.80231816
Q6JEL2	Q92905	1	0.5176387	0.9987555
P55769	P62266	1	0.85698646	0.49024266
Q9Y2D1	Q96K58	0	0.550087	0.9899652
O75683	Q9H2U1	1	0.7298404	0.78869355
Q6ZN17	Q9NUD5	1	0.61525357	0.94686645
Q6YN16	P62805	0	0.2960158	0.8335618
Q00403	Q96LL9	0	0.38388488	0.94606906
P07858	Q86SX6	1	0.8095523	0.6167095
Q9Y4R7	Q96FF9	1	0.4329733	0.98202974
Q9NQR9	O43741	1	0.34372807	0.90231633
Q8IWL3	Q7L2E3	1	0.5549566	0.9879191
P61247	P25490	0	0.610074	0.95153487
Q9Y6H6	P25440	1	0.28257105	0.81089854
Q9NY93	P49768	0	0.58563125	0.97066915
O15218	Q5H8A4	1	0.91116405	0.3237765
O95600	Q99583	1	0.6371762	0.9247307
Q9NQE9	Q01831	0	0.33367622	0.8893456
P30411	P13501	1	0.743662	0.7625153
P06454	Q01814	0	0.43660063	0.98392206
O95600	Q969J2	1	0.48162827	0.99864984
Q9H7F0	Q96DV4	0	0.6783917	0.87270564
Q86SX6	Q96QT6	0	0.08843963	0.32247224
P46013	Q9NPQ8	1	0.40898797	0.9668672
Q6P4A7	Q99497	0	0.8718223	0.44699273
O15446	Q13029	1	0.37116536	0.9336065
Q99497	Q7Z4V5	1	0.15552367	0.52534425
Q92905	O14530	0	0.46297312	0.994516
Q13144	Q15532	0	0.19741479	0.6337688
P25090	O95427	1	0.89336014	0.3810712
P0DPB6	P49023	1	0.390461	0.95200485
Q9NR30	P18583	1	0.55572665	0.98757815
P61278	Q01814	1	0.7859496	0.6729313
Q96C86	P13987	0	0.28103095	0.80821025
P63208	Q9NV70	0	0.42464805	0.9772883
Q04837	P35244	1	0.20095755	0.64229447
Q9H1C4	Q8NEW0	1	0.48350808	0.99891204
Q99543	Q92522	1	0.4936092	0.9998366
Q9H2F3	P51798	1	0.7273159	0.7933099
P62805	Q9BTP7	1	0.61993057	0.9424666
Q13105	Q8N2M4	0	0.12717225	0.44399786
O75569	P49450	0	0.34701043	0.9063768
P57055	P47929	1	0.41301325	0.9697333
Q9BQC6	Q5T3I0	0	0.5656195	0.9827763
Q9UIG0	P0C5Z0	0	0.5850569	0.9710613
O95968	P05090	1	0.56661075	0.982252
O95167	Q99856	0	0.101236865	0.36395183
Q8TAE8	P67870	1	0.79016453	0.6632182
P17028	Q15649	1	0.4720755	0.99688095
Q9H0R3	Q8IY34	0	0.7829909	0.6796647
Q96HC4	P38919	1	0.4641667	0.9948639
Q9BSJ5	O95711	0	0.21893895	0.68401873
P16401	Q96LT7	0	0.43961203	0.9854132
Q06136	Q9NR50	0	0.4003612	0.96028847
Q16540	Q9BQC6	1	0.2104234	0.66458154
Q15697	P62280	0	0.8640407	0.46989757
P17987	Q15047	0	0.18690129	0.6078768
Q8IY92	Q9H0U6	0	0.71906084	0.8080494
Q5T7W0	P32302	0	0.0449171	0.17159821
Q05516	Q9UJX4	1	0.3427786	0.9011257
Q969Q0	Q04656	0	0.23452693	0.7180962
P36954	Q9P086	1	0.47860327	0.99816877
P17535	Q8IWL3	0	0.2689609	0.7864837
P78347	Q5VU57	0	0.66649926	0.889112
Q8TCC3	O14901	0	0.028539734	0.11090087
Q8N680	Q9BX68	0	0.4106845	0.968091
Q9UKT9	P29375	0	0.3032471	0.84515315
Q969I3	P10809	1	0.6471537	0.9133832
P01100	Q15532	1	0.47163746	0.9967822
Q9NWT8	Q9NPD8	0	0.06786697	0.2530442
P37840	P56556	0	0.7938503	0.654608
Q9BUZ4	Q15633	1	0.64104766	0.92042226
Q9UJW3	Q9Y692	1	0.54562694	0.99167275
Q9BVJ6	Q16740	0	0.1664124	0.5548772
P17676	A8K010	1	0.34376532	0.9023629
Q8IY37	P54253	1	0.2528502	0.7556679
P42766	P61313	1	0.98112285	0.07408321
Q6TDP4	O75569	0	0.49833947	0.999989
O95786	P13807	1	0.3460637	0.9052144
Q14494	Q9H7B4	0	0.3676269	0.92990947
O95994	Q9H0R8	0	0.6239943	0.93850166
P49711	P10809	1	0.49352837	0.99983245
Q8IWL3	Q9Y3E5	1	0.836265	0.5477033
P78371	Q8TAA9	0	0.31862673	0.86841494
P62750	Q52LG2	0	0.48379967	0.9989501
Q8NFD5	Q15369	1	0.2501965	0.75039285
O94761	Q9Y296	1	0.4413951	0.98626184
O95793	P43119	0	0.053564336	0.2027808
Q9UJX6	Q06432	0	0.075214356	0.2782286
P54274	P23528	1	0.65313286	0.9062013
Q8N6T7	P49005	1	0.6470123	0.91354954
Q7KZN9	Q12905	1	0.28328824	0.81214404
Q10586	P62805	0	0.404191	0.96328247
Q9Y221	P08195	0	0.4069443	0.9653626
P11836	Q96C86	0	0.571123	0.9797661
Q9NS73	P10606	0	0.23139833	0.71141255
Q9P2R6	P61513	1	0.79534066	0.65109557
Q9NR30	Q92793	0	0.3219606	0.8732079
P13010	Q8IZ52	0	0.14647132	0.5000699
O15446	Q8WXI9	1	0.3925857	0.95384866
A1L4L8	P40227	1	0.39880744	0.9590403
Q08722	P23396	0	0.30073065	0.8411669
P15172	Q13485	1	0.6069446	0.9542514
O95786	P35610	0	0.25479245	0.75949305
Q96BI1	O15055	0	0.10411613	0.37310383
Q9C0D9	P67870	1	0.5176825	0.9987493
O95994	P06744	1	0.70651364	0.82940847
Q5VWG9	Q15274	0	0.4212569	0.9751981
Q86WX3	P39019	1	0.8487665	0.5134477
Q9UL40	P62847	1	0.52962327	0.9964898
Q8IXH7	P10606	1	0.54752326	0.99096614
P30086	Q8IW50	0	0.45455337	0.99173844
O95786	Q9Y450	0	0.48641843	0.99926215
Q969M7	Q9Y5Z0	0	0.3678036	0.9300965
Q8TBP5	Q13144	1	0.6079661	0.95337325
P49368	Q08211	0	0.5211178	0.99821615
Q86Y39	P03905	1	0.8641312	0.46963385
P25398	P25105	0	0.0740805	0.2743703
Q9BQ95	Q16698	1	0.80918837	0.6176102
Q8IXM6	Q6IBW4	0	0.22117174	0.6890192
P30044	Q9BTX3	0	0.9336836	0.24767423
Q9UJV9	P49368	0	0.60412294	0.9566336
P22362	P61073	1	0.40261364	0.9620636
Q6SPF0	Q8WUB8	0	0.69385666	0.8496784
P61081	O95786	0	0.41635838	0.9720164
O15235	Q15022	0	0.3995972	0.95967716
Q66K89	Q9UHI6	0	0.62701446	0.9354693
P01308	Q96HC4	1	0.58110243	0.97368956
O43167	Q4LE39	0	0.45694435	0.9925848
Q9NYU2	Q9Y5Z0	0	0.7106557	0.8224967
P07858	Q16775	1	0.62946236	0.932958
O43889	O43934	1	0.3858556	0.94788426
Q86Y78	Q86V42	0	0.5777598	0.9758136
Q9H9B4	Q96E52	1	0.97042054	0.11481807
Q9UFB7	Q9BWE0	1	0.62998337	0.9324173
Q9Y3A3	Q15047	1	0.42042676	0.97467244
P49789	P38117	1	0.75598705	0.7378825
Q9BPU9	Q9H944	0	0.46332332	0.99461925
Q9P0K8	P52739	1	0.5873037	0.9695123
Q49A26	O15516	0	0.32049203	0.8711076
Q92583	O00626	1	0.62398666	0.9385092
Q15544	O95182	0	0.42663798	0.978472
Q02930	Q3V5L5	1	0.28486365	0.8148654
Q9NR30	Q6DKI1	1	0.84702945	0.51828223
Q9P0M6	Q03188	1	0.44523638	0.9880038
P52739	O60884	1	0.44648707	0.9885455
Q5T0J3	Q9NPC1	0	0.551437	0.98941696
P08047	P17542	1	0.7470046	0.75595486
Q12950	Q9ULX6	1	0.6837795	0.8649004
Q8N6T7	P67870	1	0.60749936	0.9537755
O75251	P42766	0	0.77388597	0.6999459
O43583	Q9BXW4	0	0.3910897	0.9525542
Q92633	Q9H6H4	1	0.84264	0.5303914
Q14CZ7	Q92841	0	0.8206995	0.5886073
Q9HBM0	O15446	0	0.43698078	0.9841143
P17542	O75251	0	0.23201653	0.7127394
Q53GT1	Q8NC60	1	0.48156136	0.99864006
P54368	Q9H1C7	0	0.40591186	0.9645897
P01308	Q9H2F3	0	0.8426415	0.5303873
P62805	O75396	1	0.19004652	0.6157153
Q92905	P16152	1	0.57909113	0.9749784
O94761	P46782	1	0.74490815	0.76008
P37108	P82912	1	0.3484343	0.90811133
P30519	Q2TAL8	0	0.16610214	0.55404884
P41002	O15235	0	0.7194846	0.807306
Q9H1Y3	Q13144	1	0.61654806	0.9456662
Q8NCA5	Q92979	1	0.31065372	0.856592
P48637	Q04446	1	0.49395624	0.99985397
Q9H1C4	O75190	1	0.5292904	0.9965683
Q8IX18	Q13585	0	0.47181594	0.99682266
Q9UHI5	Q9BTX3	1	0.9123544	0.31985536
O95600	Q92618	1	0.7147582	0.81551564
P49407	O15446	1	0.39814472	0.958502
Q99805	Q9Y5T4	0	0.75848997	0.73273176
P18509	Q9Y5Z0	0	0.78821284	0.66773343
P62805	Q9HAP2	1	0.46875045	0.9960938
Q9BY14	Q99460	1	0.7131488	0.8182704
P09912	O43741	0	0.4978796	0.99998194
Q9NY35	P61247	0	0.17255293	0.57111365
Q96MF4	Q03188	1	0.77233994	0.70332384
Q5T3I0	Q9NR30	1	0.7449	0.76009595
Q9Y231	Q01362	0	0.54085577	0.9933232
A0JLT2	Q04837	0	0.34233806	0.9005708
P38919	Q8NCR0	0	0.27713963	0.801333
O75569	O75683	1	0.6312391	0.9311052
Q1KMD3	Q16619	0	0.35017112	0.91020525
Q9Y5L4	Q6AI08	0	0.6419158	0.9194396
Q9Y4H4	Q8IX18	1	0.69793236	0.8432911
P09001	P62263	1	0.8773707	0.43036538
P05026	P14927	1	0.5851278	0.97101307
Q8TD22	O75165	0	0.47148362	0.9967473
P41002	Q8N490	1	0.64053726	0.9209971
Q9BYV9	O14682	1	0.53210795	0.9958763
P27540	Q8TAA9	0	0.2675671	0.7838998
Q8N4W6	Q5VW36	1	0.7583566	0.73300755
O75396	Q13428	1	0.3058356	0.8492007
Q71U36	Q8N653	0	0.31182176	0.8583558
O43488	Q9NY93	0	0.3983605	0.95867765
O75800	Q96FT9	1	0.3498713	0.90984553
P37275	P49411	1	0.33420616	0.89004964
P26373	O95625	1	0.54372084	0.992354
P54707	Q49A26	0	0.26493257	0.7789732
Q9NR55	Q712K3	1	0.4294981	0.980118
P18621	P63220	1	0.37233695	0.93480855
P43681	Q8N5Y8	1	0.6499445	0.9100666
Q9GZR7	Q9P2K2	0	0.17540202	0.57854456
Q9BZ95	P54278	0	0.5878229	0.9691485
Q14CZ7	Q712K3	0	0.546418	0.99138147
P49450	Q5SSJ5	1	0.6021353	0.95827353
Q4LE39	Q12830	1	0.7453607	0.7591926
Q9NRC8	Q92905	1	0.59352225	0.96501434
Q14697	Q6P158	0	0.3757682	0.9382659
O75638	Q8TB52	1	0.38448	0.9466205
Q9BXU8	Q8N653	0	0.45293227	0.9911386
P46013	Q9UIF9	1	0.45921877	0.99334764
Q96KM6	Q9NX76	0	0.062620215	0.23479569
Q99788	Q9BVG9	1	0.806117	0.6251695
Q15596	Q8N4Q1	0	0.3278253	0.8814235
Q92841	Q04941	0	0.39755747	0.95802206
Q16254	Q8NFT6	1	0.51417124	0.9991967
Q8IXM2	Q13330	1	0.52316856	0.99785286
Q8NCP5	Q9Y6V7	1	0.6023452	0.9581018
Q9Y6J9	Q96ER3	0	0.36408952	0.9261134
O95715	P47992	1	0.4253877	0.977732
Q9UQ35	P82932	1	0.5137326	0.99924564
Q7Z602	Q9NWQ8	1	0.112243205	0.39857867
Q8N680	Q5BKZ1	1	0.78923327	0.6653765
P10809	Q9Y3D5	1	0.864554	0.46840155
P37088	P25490	0	0.21938604	0.68502325
O75161	Q13542	0	0.27140662	0.7909802
Q8WUG5	P14416	1	0.4491099	0.9896408
Q8N6T7	Q8NHQ9	1	0.77301776	0.7018452
O95994	Q13952	0	0.20659515	0.6556544
P26196	Q9UGP4	1	0.30760488	0.85193646
P55769	Q6SPF0	0	0.5373414	0.9944225
P35268	Q9HCG8	1	0.92154264	0.2892072
O95793	Q9C0C9	1	0.56784564	0.9815879
Q9P0J7	P45880	0	0.67271435	0.880679
Q8WUU5	A0JLT2	0	0.695118	0.84771585
Q8N2K1	Q5T749	1	0.6461474	0.9145638
Q9H112	Q9UBK5	0	0.69545215	0.84719384
P62899	P61247	1	0.8131715	0.60769445
P28222	O75352	1	0.840776	0.5354868
P49450	O75151	1	0.7492895	0.75141895
P42166	A8MT69	0	0.51801395	0.998702
P61313	O00230	0	0.024901068	0.09712402
Q96FW1	Q5T6C5	0	0.5193435	0.9985033
Q9UBP5	Q9NXE8	0	0.7617904	0.72586316
Q9NR55	Q68CJ9	1	0.5320644	0.9958875
P59536	Q9BV79	1	0.86006826	0.48140338
P35244	Q08462	0	0.43813646	0.9846916
Q9P0M6	Q04864	0	0.39472437	0.95566815
Q9NTG7	Q75T13	1	0.6166314	0.94558847
Q9H1Y0	Q92611	0	0.40017223	0.96013767
P05198	O95922	0	0.46091986	0.99389094
O95786	P24864	0	0.37615234	0.93864703
O75251	P63208	0	0.2755052	0.7984083
Q9BX79	P0CG08	1	0.79717416	0.6467501
Q8N680	P07199	1	0.5503184	0.9898722
Q7L2E3	Q9UGQ2	0	0.11307467	0.40115514
P10176	P02786	1	0.81048614	0.6143934
P17987	O00716	0	0.21852323	0.6830833
O95994	Q7RTS1	0	0.21567027	0.6766264
Q96HR9	Q92830	0	0.18161318	0.5945193
P15336	P48643	1	0.4280477	0.9792915
P14854	Q6YN16	1	0.5345436	0.995227
O95125	Q8WTR7	1	0.57742107	0.9760239
P07199	Q14241	0	0.62583345	0.93666375
P17542	Q08380	1	0.19785437	0.634832
P62888	Q9NX58	1	0.42982283	0.9803007
P24385	P35520	0	0.7671935	0.7144306
Q15554	Q7Z4V5	1	0.49355227	0.9998337
Q9P0M6	P09382	0	0.4062304	0.964829
P49447	Q96E52	0	0.8845335	0.40853587
P01308	Q13838	0	0.7283695	0.7913895
P39019	Q99832	0	0.5717074	0.97943217
Q96T23	Q9BZS1	0	0.39292023	0.95413566
Q96T23	Q7Z3K3	0	0.62181836	0.94064116
Q9UHI5	Q8N6M3	1	0.90516853	0.34335384
P17028	P01100	0	0.46892524	0.99613744
O75964	Q96BK5	0	0.14941111	0.5083497
O95994	P27540	0	0.37499353	0.9374935
Q02086	Q71U36	0	0.43130076	0.98112166
Q8NHS3	Q9UL40	0	0.2652108	0.77949613
Q5T6F2	Q9UBX1	0	0.09759363	0.35227644
P61081	Q9H0E9	1	0.38461632	0.9467464
P39210	O43674	1	0.989578	0.041253492
P41227	Q53GQ0	0	0.7322285	0.78427964
Q96SF2	O43823	0	0.42919096	0.9799443
P14854	Q9Y2Q3	1	0.4551533	0.9919551
Q9Y468	Q9UJX4	1	0.6056587	0.955345
Q75WM6	P25791	0	0.5799015	0.974463
Q9NRX2	P18848	0	0.29053754	0.82450193
O15235	Q9BX68	1	0.90581113	0.3412693
Q9NR30	Q8TCC3	0	0.8660351	0.4640732
Q8IY37	P62750	0	0.5187525	0.9985934
P15172	O95785	1	0.5684451	0.9812611
Q9UBD9	P57772	0	0.57416123	0.97800046
P25440	Q56NI9	0	0.6138127	0.9481867
P61081	O15372	1	0.3346036	0.8905761
Q9NPA1	O60266	1	0.8128838	0.60841495
O43759	Q9NVH1	1	0.6428288	0.9183997
Q9UBV7	Q15022	0	0.5358089	0.9948709
Q16762	Q16637	0	0.58006537	0.97435814
Q9NX58	Q9NVP1	1	0.89406323	0.37885666
Q92905	P62701	1	0.6532501	0.90605766
Q8WUD4	Q9NX58	0	0.5349007	0.99512774
P35414	Q6P4A7	1	0.79883933	0.64278024
Q6QHK4	P17861	0	0.6038623	0.9568505
O95786	P03901	1	0.13599128	0.46999058
Q9P2G9	P55317	0	0.5199199	0.9984128
Q9UI95	P57678	1	0.6050003	0.9558997
P61513	Q5T3I0	1	0.48844227	0.99946564
O95402	Q9P086	1	0.36086404	0.92256474
Q9H0C1	Q5JUK2	1	0.6985774	0.84226805
Q96C10	O95793	1	0.5680197	0.9814933
Q96HE9	Q5T3I0	1	0.46608007	0.99539775
Q9H944	Q8N0Y2	0	0.52502614	0.99749476
Q8IWL3	Q6IAN0	1	0.88287	0.4136422
Q9UGI8	Q00403	0	0.53991497	0.9936272
P62899	Q96JP5	1	0.5539937	0.9883387
O14880	Q7Z7H8	1	0.82913023	0.5666932
P35414	Q6P9B9	1	0.7378202	0.7737662
P01106	Q8TED1	1	0.297352	0.83573514
Q96MF4	O95793	1	0.80192465	0.635366
P62805	Q12952	0	0.32996616	0.88435394
Q12905	O75569	1	0.42662865	0.9784666
Q9H9D4	Q9Y271	0	0.067686416	0.25241986
P63279	Q9C0A1	0	0.38230324	0.9445899
Q05952	Q96IT1	1	0.74221236	0.7653327
P49411	Q9UI09	1	0.9262778	0.2731489
Q9NZC7	Q9UJV9	0	0.5431001	0.9925695
Q14562	Q14241	1	0.63116366	0.93118435
Q05639	P08173	1	0.036610693	0.1410814
P38919	Q13123	1	0.83337915	0.5554334
Q13330	Q12830	1	0.58432245	0.97155887
Q9NRC8	Q9NRJ3	0	0.5353986	0.9949877
P82650	O75306	0	0.81246257	0.6094686
O60884	Q14147	1	0.41251695	0.9693869
P37108	P52569	0	0.11509619	0.40739623
P62805	Q9NRY2	1	0.485562	0.99916625
O00399	Q9BTE1	1	0.55275714	0.98886675
P23769	Q13485	1	0.7488006	0.75239307
P10070	Q08380	1	0.19450024	0.6266796
O75190	P61081	1	0.36987597	0.93227094
P51808	Q9Y3E5	0	0.34997594	0.9099711
P49411	P19404	1	0.945827	0.20495312
O94761	Q86WX3	1	0.64765185	0.9127957
Q9Y3D3	Q9HC97	0	0.0403664	0.15494782
Q5BKZ1	P78423	0	0.049999207	0.18999714
Q13520	Q969S0	1	0.6663234	0.88934606
Q9BTX3	Q96HR9	1	0.9364909	0.2379028
Q16581	P49368	0	0.5904549	0.9672717
O95881	Q75WM6	0	0.1874192	0.609173
Q5T749	P62805	0	0.32265222	0.87419105
P39019	Q8NCK7	0	0.11302228	0.400993
P62805	P17535	1	0.39987996	0.95990396
Q13485	Q9Y3E0	0	0.37047863	0.93289685
Q7L5N1	Q8NBE8	1	0.3232529	0.8750418
P23396	Q14562	1	0.5698185	0.98050153
Q9UKX7	P49327	0	0.46656477	0.99552834
P62266	Q9BQA5	0	0.1172207	0.41392002
P23769	Q6R327	0	0.44383273	0.9873809
Q8NFD5	Q9NPI1	1	0.45280376	0.9910901
Q99633	P01106	0	0.33680558	0.89347035
P55317	Q9BUJ2	1	0.77354974	0.70068216
P06307	Q96JL9	1	0.2099531	0.6634912
Q15633	Q9UL40	1	0.5498687	0.99005246
P61247	O75593	0	0.2604738	0.77050877
Q96Q45	Q69YG0	1	0.38559648	0.9476473
Q9NUH8	Q99547	0	0.20867628	0.660522
Q8IX18	Q5T5X7	1	0.46845758	0.9960203
Q96Q45	Q96JF0	1	0.6717202	0.88204867
Q9NRC8	Q15477	1	0.7018203	0.8370742
P17040	P18850	0	0.30554205	0.84874445
Q8IWV8	O43674	0	0.62287235	0.9396095
O43541	Q9NP55	1	0.13871695	0.47789824
P25490	O00487	0	0.2833223	0.81220305
Q9NY93	Q5VZL5	0	0.41111353	0.96839684
Q04864	Q9BQ95	0	0.3169468	0.8659661
Q9Y6Y8	P62256	1	0.37362003	0.9361124
Q8IWL3	Q15738	1	0.8191056	0.5926864
P57071	O14625	0	0.3763925	0.9388848
P36956	P61073	0	0.09918329	0.35738385
Q96HH4	Q7Z6M1	1	0.45448965	0.99171525
Q96CB8	P23769	0	0.41983116	0.9742918
P30550	Q08211	0	0.40785503	0.9660372
Q7L2E3	P19404	1	0.39709717	0.95764405
Q15633	O75569	1	0.6077169	0.95358825
P35408	P49768	1	0.8541591	0.4982853
O15342	Q8N720	0	0.081878535	0.30069777
Q5T5X7	Q8TDD1	0	0.79956025	0.64105463
P61081	P10809	1	0.36226034	0.9241111
P15336	P78371	1	0.4332439	0.9821745
Q9NR77	O14530	0	0.61324763	0.9486999
Q9Y6P5	Q14145	1	0.40629706	0.964879
Q9H1C4	P02786	1	0.5533504	0.9886149
Q7Z2E3	P09668	1	0.35964465	0.9212015
Q92583	Q08211	0	0.43563944	0.98343086
Q8N344	Q9H582	1	0.45429868	0.9916456
P49407	Q9Y618	0	0.38221446	0.9445063
Q15942	P45880	0	0.5285294	0.9967443
Q9NR50	Q9UP52	0	0.1681913	0.5596119
Q16718	Q92620	0	0.45340186	0.9913145
P54259	P02686	1	0.22030814	0.68708986
P82930	O14863	0	0.17460294	0.57646704
O60885	Q8NDX6	1	0.6764264	0.8754949
Q9BTX3	P50406	0	0.2520824	0.75414747
P28222	P35268	0	0.53075224	0.9962172
P61247	P36954	0	0.3751525	0.93765247
A1YPR0	Q96CT2	1	0.5005055	0.999999
P25686	Q99707	1	0.3890407	0.95075214
P36956	O75586	1	0.3871428	0.94905305
Q9NRC8	Q9NZB2	1	0.65083015	0.90900105
Q9HCK0	P02730	0	0.29715687	0.83541864
O00762	P0CG08	0	0.41940022	0.9740147
Q9BUZ4	Q13118	0	0.6408194	0.9206796
O95571	Q9NQR4	1	0.66036856	0.8971277
O75586	P54368	0	0.40036646	0.9602927
Q8IWL3	Q8WVX9	0	0.7759662	0.69537055
Q6NUN9	P0C5Z0	0	0.5138896	0.9992283
P63279	Q9UH92	1	0.41604093	0.97180355
Q96KM6	P25090	0	0.050234657	0.19084454
Q8NCR6	Q71U36	0	0.375756	0.93825364
Q9NP55	P38919	0	0.31534994	0.8636174
P61244	O95785	1	0.53426397	0.9953039
Q9H0W5	Q13217	0	0.51218426	0.99940616
Q96G42	Q9NZC7	1	0.42351303	0.9765989
Q9Y3E0	P56556	1	0.8602857	0.48077685
Q9UKP3	Q9BRP1	1	0.5679105	0.98155266
P06454	P07737	1	0.55796814	0.9865588
P62701	Q8IVS2	0	0.77537787	0.6966681
Q9NZB2	Q8N344	0	0.55929	0.9859388
Q92785	Q9Y2K1	0	0.61104053	0.95068
P09669	Q9H4A6	0	0.37978157	0.94219005
O14978	Q8N1G0	1	0.574451	0.9778282
P39019	Q14202	0	0.33846956	0.8956317
P36954	P52435	1	0.46554846	0.9952524
Q8NHQ9	O75343	0	0.18321903	0.59859926
P51659	P49327	1	0.6131196	0.9488158
O95600	P09001	0	0.41460982	0.97083414
Q99714	Q09161	1	0.26298916	0.7753035
O15243	P56557	1	0.96291184	0.1428505
P13667	Q8N5K1	0	0.73122406	0.78614175
P63208	P55087	0	0.64489985	0.91601616
P18621	Q9BQC6	1	0.4484084	0.9893533
Q8WZ59	P78563	0	0.626696	0.9357925
P30044	Q14914	1	0.95140904	0.1849195
P13284	P57739	0	0.5379012	0.994254
