Protein A	Protein B	T	S	uncertainty
O43474	Q96KR1	1	0.8255301	0.5761206
Q9BZE0	Q15562	1	0.50644237	0.999834
Q9NVN3	Q8N680	0	0.51581335	0.9989998
P48651	Q7L5L3	1	0.7575221	0.73472947
P41231	Q8TAD4	1	0.72159636	0.8035802
P09382	Q9UHW9	1	0.5546711	0.98804426
P26373	P63220	1	0.36382043	0.9258205
Q12830	P22234	0	0.3091787	0.85434896
Q16635	Q5VZL5	0	0.1765233	0.5814513
Q8TED1	O75396	1	0.5680539	0.98147464
P62263	Q96G42	0	0.30354553	0.8456226
P62280	P61247	1	0.8179741	0.5955699
P62857	P35414	0	0.35052213	0.9106254
Q53HV7	Q52LG2	1	0.6803087	0.86995506
Q7Z3K3	Q9BYD6	0	0.48533776	0.99914014
Q9UID6	P49411	0	0.42385876	0.97681004
Q8N6T7	P62266	1	0.8013903	0.63665557
P06744	Q8WXX5	0	0.5295944	0.9964967
P63173	Q8NEW0	0	0.24459858	0.7390805
P46013	Q9NX58	1	0.6506364	0.9092347
Q9H0U6	O75792	0	0.52302104	0.9978801
Q86Y78	Q9H228	1	0.38416174	0.946326
Q9UHB6	Q6NYC8	1	0.7344709	0.7800936
Q8IZU0	Q9NXA8	0	0.5080332	0.99974185
Q16594	Q14919	1	0.50262505	0.99997246
Q9GZR5	Q9Y385	1	0.661526	0.8956374
Q8WVZ9	Q9HD20	0	0.44036707	0.9857756
Q8N680	P55085	0	0.14547752	0.49725524
P25490	Q9Y6V7	0	0.62229043	0.9401802
Q6IBW4	Q9NS73	1	0.57325953	0.97853214
O95935	Q9Y6J9	0	0.6185021	0.943829
Q96I36	Q7KZN9	1	0.8688294	0.45585942
Q15532	Q9H8M2	1	0.5471554	0.9911055
Q9H9B4	Q9H300	1	0.89519715	0.37527683
P49788	Q9H582	1	0.5484172	0.9906231
Q96N20	Q5MJ10	1	0.2662489	0.7814417
P17535	P25490	1	0.6815289	0.868189
P09669	P21246	1	0.625545	0.9369538
Q5VVX9	Q13127	0	0.31918946	0.8692302
O75569	Q8N3Z6	1	0.43262294	0.9818414
Q9UKR5	Q86UD1	0	0.74065167	0.7683471
P48643	Q13423	0	0.81953436	0.5915912
Q8NCK7	P54709	1	0.75292873	0.7441082
O00398	Q6NUQ1	1	0.6236095	0.93888277
P61081	Q9UKX7	1	0.40473428	0.96369785
Q8WUH1	P62899	0	0.535132	0.99506295
Q96D03	Q92560	0	0.5319689	0.99591196
O00487	O75414	0	0.47895354	0.9982282
Q9UKG4	Q9BZJ8	1	0.7217637	0.8032835
Q99750	Q0D2K3	1	0.65532494	0.9034967
Q96S59	Q9BV40	0	0.28071293	0.8076527
Q969T4	Q8NDX6	0	0.34834924	0.9080082
Q15047	Q6IAA8	0	0.3386525	0.89586794
Q6TCH7	Q9UIY3	0	0.3921116	0.95344037
Q9UGI8	Q8IWL3	0	0.30306253	0.8448625
P10606	Q9NWS0	0	0.37132588	0.9337719
P62805	Q96BZ8	0	0.81779	0.59603816
Q96K58	Q9NUD5	1	0.6971452	0.84453505
P62750	P43681	0	0.12488156	0.4371446
Q86Y39	O95168	1	0.89342666	0.38086185
Q03135	Q9Y5Y0	1	0.7884544	0.6671762
Q9NPA8	Q12962	1	0.24781696	0.7456148
P47900	Q9H1C4	1	0.8401454	0.5372044
Q96DV4	Q8N5M9	0	0.26780227	0.78433686
O95183	Q9UKU6	1	0.7863996	0.67190105
P61081	Q05639	1	0.29603362	0.83359087
Q86U44	Q495W5	0	0.6137907	0.9482067
P39210	Q13421	1	0.7511641	0.7476664
Q9NXB0	O60503	0	0.6598068	0.8978472
P15923	Q99731	0	0.53289	0.995673
Q8IWL3	Q8NC60	1	0.85016966	0.5095248
Q3KNW5	O43759	1	0.7525251	0.7449243
Q9NTG7	Q96QU8	0	0.29983446	0.839735
P55769	P62750	1	0.717549	0.8106897
P05198	P50539	0	0.37804145	0.94050443
P15374	P40692	0	0.6025119	0.95796525
Q2KHR3	P42166	0	0.74854547	0.7529006
Q9Y2X9	Q04837	0	0.47278717	0.9970379
Q99742	P21675	1	0.5790294	0.9750174
O76003	Q13630	1	0.78237176	0.6810648
P01106	Q9NW08	1	0.62242794	0.9400456
Q9UBK5	P61244	0	0.21048653	0.6647278
P25490	P01106	1	0.5438825	0.9922973
Q8IWL3	Q9UIF8	0	0.43413413	0.98264676
P62899	Q5VWG9	1	0.8887495	0.39549536
Q9H0R8	P55769	0	0.3228347	0.8744498
P27540	Q92522	0	0.49940068	0.99999857
P17900	P35270	1	0.61278486	0.9491183
O94772	Q9UL63	1	0.5931123	0.9653204
P48643	P16401	0	0.42823732	0.97940046
P62899	Q9BVJ6	1	0.9052977	0.34293512
Q9NPC1	Q7L2E3	0	0.34231263	0.9005388
Q9NWS0	Q9NX24	1	0.3695933	0.9319764
P51946	P19447	1	0.67004794	0.8843348
O75475	Q9H1C4	0	0.08818402	0.32163042
P25490	Q9H582	1	0.70893234	0.8253891
Q01658	Q52LG2	0	0.5960097	0.96312857
Q96IT1	P62424	0	0.64557356	0.9152334
Q8N720	Q9UI95	1	0.4697826	0.9963476
Q9Y385	Q63HK5	0	0.16088887	0.54001456
P17542	Q13206	0	0.41945824	0.9740521
Q96C10	O95600	0	0.7157527	0.8138031
P50990	P0C7T5	0	0.39820382	0.9585501
Q96HR9	Q9UJX6	0	0.55207425	0.9891531
Q8NCK7	P82912	1	0.17346476	0.57349896
Q8TDD1	Q9NWS0	0	0.28464878	0.8144954
Q9UM22	Q16637	0	0.35151926	0.9118139
P48651	O95994	1	0.7557566	0.7383542
Q16254	P26373	0	0.4783703	0.99812865
O15218	Q9UKM7	1	0.80418366	0.6298892
A8MXV4	O94761	0	0.7044194	0.8328509
Q9H1C4	Q6ZN55	0	0.10865889	0.38740852
Q9H244	Q6DN03	0	0.32488015	0.8773322
Q96E14	Q92905	0	0.4010081	0.9608024
O00214	P51798	1	0.45813492	0.9929893
P15172	Q96MX3	0	0.37783602	0.94030386
Q9C0C9	P61244	0	0.67822224	0.87294734
O75398	Q96EB6	0	0.57587284	0.97697324
P10244	Q4LE39	1	0.76981014	0.70881
P45880	P19634	0	0.45172796	0.9906792
P01106	Q7Z5Q5	0	0.4964591	0.9999498
Q8IY92	Q14197	1	0.39662516	0.9572546
Q8TCT9	P51610	0	0.1542037	0.52169967
Q03989	Q99732	1	0.16345413	0.54694754
Q5VVJ2	Q6P4A7	0	0.36400598	0.9260225
Q8N2K1	P62072	0	0.56916726	0.9808636
Q5T0J3	Q13423	1	0.51404077	0.99921143
P49411	Q9BYC9	1	0.7847037	0.6757753
A8MV65	P02775	0	0.3688251	0.9311726
O60832	Q96CS4	0	0.7931679	0.65621036
Q7Z478	P49447	0	0.14926745	0.5079467
P16615	Q96C55	0	0.21558644	0.6764357
Q6UXA7	Q16795	0	0.7119212	0.8203576
P48552	P35869	1	0.7665429	0.7158195
Q86UK7	Q99547	0	0.5727205	0.9788469
Q9Y2X9	Q9BYP8	0	0.43963772	0.9854256
Q9P0M6	P45880	0	0.35865974	0.92009175
P37275	O94761	0	0.66404444	0.8923577
P42166	Q14CZ7	0	0.4221045	0.9757292
P36956	P54219	0	0.7960398	0.6494417
Q8N680	Q9UKT9	0	0.7740467	0.6995936
P30041	Q9BVW5	0	0.3725574	0.93503356
Q09161	Q96KM6	0	0.78620815	0.67233956
Q9Y271	Q9NPJ1	0	0.5822665	0.9729289
O60885	Q12905	1	0.5343732	0.99527395
Q96K58	Q9Y5L4	0	0.31888267	0.86878604
Q86UK7	P07199	0	0.66866493	0.88620853
Q9NY93	Q96EL2	1	0.81446624	0.60444397
Q15554	P37840	1	0.3664422	0.92864925
Q99832	P40227	1	0.8342851	0.5530139
Q9Y3S2	Q5VWG9	1	0.7757901	0.6957593
Q3KNW5	Q9HD20	1	0.9227866	0.285006
O14867	Q96GQ7	0	0.5017039	0.9999884
Q9BY12	Q86SR1	0	0.12208701	0.4287271
O75251	Q9NVH6	1	0.79395646	0.6543584
O60885	Q8N1G0	1	0.61190426	0.94990975
P62266	Q8N543	1	0.46537358	0.99520403
Q13562	Q8IXK0	0	0.77478415	0.6979747
Q8NB12	Q6J272	1	0.5603793	0.98541737
Q49A26	P17861	0	0.3662218	0.92841357
Q9Y2Q3	Q92522	0	0.26891044	0.7863905
Q9BY14	O95201	0	0.34932074	0.909183
Q96C86	P09382	1	0.46566787	0.9952853
Q13520	P61604	0	0.45403945	0.9915505
Q7Z3K3	P47992	0	0.65531176	0.903513
Q96NT0	Q01814	0	0.32760066	0.8811139
Q12952	O95793	0	0.7221407	0.802614
O43290	Q53GQ0	0	0.17659551	0.58163816
Q10471	P15941	1	0.6552342	0.90360934
P56556	O75251	1	0.96098423	0.14997415
P25440	Q96HR3	1	0.2821128	0.8101007
P41002	Q969Q0	0	0.46057332	0.99378216
O43396	O95402	0	0.29133984	0.82584375
Q9BZQ6	P42166	0	0.29804578	0.83685803
P37108	Q5SSJ5	1	0.85074615	0.5079085
Q12906	Q5T9L3	0	0.3226892	0.87424356
P35542	Q9BYV9	0	0.26921844	0.78695947
P63279	P25440	0	0.44023088	0.9857107
P51809	O43674	0	0.28128037	0.80864686
P04080	O75937	0	0.4894135	0.9995517
Q8NAP8	Q8IYD8	0	0.64664555	0.91398036
O95167	Q6IQ21	0	0.27932546	0.80521095
Q9UKT9	Q8WXI9	1	0.47695434	0.9978756
Q07325	Q9H0G5	0	0.64074826	0.9207597
P39019	Q6P4A7	0	0.5370536	0.99450815
Q96EL3	Q9BQ15	1	0.4412703	0.9862033
P17861	P62847	0	0.23034185	0.7091379
Q99853	Q86UP3	1	0.886891	0.4012614
Q9Y5T4	Q08211	1	0.27051443	0.7893455
O15218	Q9UQ35	0	0.28028175	0.80689555
P35869	Q99714	0	0.38222465	0.9445158
Q13404	O14530	0	0.32386306	0.8759031
Q01469	P07737	1	0.6824628	0.8668293
P46019	O15488	1	0.74136406	0.76697356
Q15853	Q92830	0	0.66534567	0.89064324
Q9BTC0	Q9BS26	0	0.21992134	0.68622375
P51674	Q86SG7	0	0.62979126	0.9326169
O43759	Q9H2F3	0	0.3558249	0.91685414
P43119	Q7Z7N9	1	0.67882115	0.872092
P15941	P26678	1	0.37222394	0.9346931
Q8TF01	Q86Y39	0	0.14757428	0.50318444
Q8IW50	Q86YP4	1	0.39604902	0.9567768
P30519	Q96JM7	0	0.29302675	0.82864827
Q8N6T7	P78347	1	0.7519335	0.746118
P48061	Q9NQ50	0	0.75427777	0.7413713
Q86UK7	Q17RS7	0	0.657102	0.9012759
Q9NR09	Q99459	0	0.5272578	0.99702805
Q9Y3E0	Q9NZC7	0	0.5589546	0.9860974
Q9HCE5	P42166	1	0.44396242	0.9874391
P15173	Q969K7	0	0.21396355	0.6727326
P23560	Q9BPW9	1	0.53377503	0.99543697
P01106	Q9Y2X9	1	0.6558272	0.9028715
Q96RE7	Q8TA86	0	0.7040647	0.83343035
P61313	P39019	1	0.8271717	0.57183474
P01106	Q9NXZ2	1	0.46550858	0.99524134
Q8IXK0	Q9UQR0	1	0.6204407	0.94197613
P04844	Q9NR50	0	0.33685708	0.8935376
Q96B42	P07902	1	0.51633805	0.9989323
P46013	Q9Y6J9	1	0.5109788	0.99951786
Q9NPQ8	Q9H3N1	0	0.35912588	0.920618
Q12907	P56279	0	0.2216755	0.69014186
Q7Z478	Q9H0W5	0	0.62255734	0.9399188
Q6P1X6	O00746	1	0.5908628	0.9669758
Q7L2E3	Q9UGP8	0	0.26462907	0.7784021
P09234	P82979	1	0.663504	0.89306575
O94762	P52435	1	0.4601137	0.9936363
Q96N21	Q86SG7	1	0.36807021	0.9303781
P52434	O60216	0	0.64754266	0.91292465
O00488	Q96QT6	0	0.67960477	0.8709685
P51946	Q8TDT2	0	0.3527916	0.91331875
O43741	P30519	0	0.6127462	0.9491532
Q9HAW0	Q9UNL2	1	0.27344215	0.79468614
O95711	Q92785	0	0.2128966	0.67028654
P62699	P01308	0	0.38094229	0.943301
P63279	Q03060	1	0.31389946	0.86146635
Q9NNZ3	O43396	1	0.23162554	0.7119006
P15923	P62280	0	0.6228659	0.93961585
Q96E52	Q9UQ35	0	0.40033078	0.9602642
Q9UGQ2	Q9BZ95	0	0.114648364	0.40601647
P49411	P62805	0	0.5392952	0.9938235
Q9BU76	P16152	1	0.2853659	0.8157288
Q9H0U6	Q9H0R3	0	0.30528688	0.8483472
P85037	P01308	0	0.43488577	0.9830406
P62805	Q9H1A4	1	0.42463782	0.9772822
Q9Y4X4	Q13405	1	0.5699152	0.9804475
Q9HAZ2	Q16236	0	0.51665187	0.9988909
O43167	Q9H5J0	1	0.7127089	0.81901973
Q9BU76	P35269	1	0.8535326	0.50005877
Q9NW08	O43167	0	0.78290796	0.67985237
P61073	Q01814	1	0.7694032	0.70968765
Q96L73	Q96ME7	0	0.61310506	0.948829
Q99445	Q8TB37	1	0.51102734	0.99951357
Q9C0C9	Q04864	0	0.5940386	0.96462697
P62266	Q96DG6	0	0.20023906	0.6405735
P48651	P07858	1	0.8108462	0.6134985
Q9Y3I1	Q96BX8	1	0.5081129	0.9997367
Q8N0S6	Q8IZU0	1	0.7061276	0.8300457
O94761	Q9H2P0	1	0.66678345	0.88873315
Q8N5W8	Q9NVH6	0	0.2915327	0.82616556
Q96C86	Q96I36	0	0.87210435	0.44615343
O94761	Q96ER3	1	0.48097876	0.9985528
Q99459	P49327	1	0.35215646	0.91256917
P30519	Q96HC4	0	0.46099693	0.993915
Q13304	Q6PEX3	0	0.53212345	0.9958723
P43115	Q9UL63	1	0.5912503	0.9666935
P17542	Q96EB6	1	0.6566832	0.90180147
P62750	Q7L2E3	1	0.6486383	0.91162664
Q8IW45	Q9Y3S2	0	0.16684781	0.55603844
P35244	Q13428	1	0.38836375	0.9501494
Q9BWE0	Q9NR28	0	0.6031725	0.9574218
Q9NZ42	P35269	1	0.13126622	0.4561416
Q99547	P05388	0	0.38879517	0.950534
Q08257	P82932	1	0.59802485	0.96156454
Q9BT73	P07305	0	0.3598041	0.92138046
Q9UGI8	P63220	1	0.56524104	0.9829744
P03928	Q9NQV6	0	0.7783519	0.6900809
P01106	Q9BU76	1	0.73269016	0.78342116
O43396	Q99460	1	0.62683237	0.9356542
P55085	Q04941	0	0.8515899	0.5055381
Q9Y3D5	Q5JXC2	0	0.1701424	0.5647758
Q9BV94	Q8TB61	1	0.81528676	0.60237706
Q92583	P41597	1	0.54795104	0.99080276
Q9UIQ6	Q9BYD6	0	0.13257651	0.45999992
Q8IY37	O60281	0	0.79878783	0.6429033
Q99941	Q04656	0	0.3550706	0.9159819
O60885	Q6PK04	0	0.51810914	0.9986882
Q16795	Q9NTG7	1	0.89270085	0.38314417
P57772	O95427	0	0.53676265	0.99459404
Q86UK7	Q14697	1	0.21725734	0.6802264
Q8NDX5	Q9Y3I1	0	0.37641	0.9389021
O95125	Q16795	0	0.42633355	0.978293
A0AVI4	Q8N2K1	1	0.74924684	0.75150406
Q5JX71	Q8TBB6	1	0.7843705	0.6765337
P39019	Q5SSJ5	1	0.8460295	0.52105427
Q8IWL3	O95139	1	0.74250627	0.7647628
Q9H2K0	O75409	0	0.13177273	0.4576347
Q9NZB2	Q5T749	0	0.60644156	0.9546808
P07199	P61513	0	0.82818526	0.56917775
P49450	Q01831	1	0.3961991	0.9569015
Q9HBM0	P55201	0	0.17486595	0.57715136
O76003	P57071	0	0.51602715	0.99897254
P04844	Q9HD20	1	0.86423725	0.46932492
P42766	O75569	1	0.4870441	0.99932855
Q9H9B4	Q9P0S2	1	0.9541171	0.17511056
Q9HAT2	Q8IYA6	0	0.23675707	0.72281265
Q16637	P62263	0	0.42767033	0.97907364
P52435	Q8IVS2	0	0.53231245	0.9958236
Q96CS4	O00488	1	0.9228014	0.28495598
Q9Y3S2	Q8NBF6	0	0.15158594	0.5144306
Q9NR28	Q12857	0	0.3151617	0.86333925
P01106	P31153	1	0.38459888	0.9467304
O75626	Q96F45	1	0.7859175	0.6730047
O75376	Q86SR1	0	0.12172241	0.42762426
Q9NRC8	Q9UQ84	0	0.72902626	0.7901879
P62899	P80188	0	0.5518548	0.98924434
Q92830	P17676	1	0.5502545	0.9898979
P14854	Q96Q45	0	0.25099477	0.75198555
Q9GZR5	Q96FZ5	1	0.66294307	0.89379823
O60885	P25440	1	0.7448911	0.76011336
Q92793	Q99966	1	0.5490526	0.9903754
Q16637	Q6IE81	1	0.6544367	0.9045972
O75394	P54253	0	0.44638225	0.9885005
Q8IWI9	Q9UM22	0	0.21466428	0.6743341
Q9UIG0	O15514	0	0.46834663	0.9959923
Q9Y3I1	Q14722	1	0.5040775	0.9999335
Q05516	O96005	0	0.13411425	0.46451047
Q9NWT8	Q9BX68	1	0.8412552	0.53417957
Q8NEW0	Q9NRC8	0	0.2387277	0.7269472
Q9NY12	Q14202	0	0.79405606	0.65412414
A6NM10	Q02383	1	0.63435405	0.92779595
Q96AN5	Q9Y4A8	0	0.38150534	0.94383603
P82912	P05388	1	0.61266005	0.94923085
Q9Y320	Q99731	0	0.6651914	0.8908472
Q96LL9	Q16718	1	0.91549844	0.3094442
Q75WM6	P82912	1	0.44615945	0.98840475
P15923	Q99788	0	0.3228158	0.8744231
P55317	Q14686	1	0.8043571	0.629467
P01106	P50991	1	0.30273107	0.8443399
Q9H1C4	Q96JJ7	1	0.56840545	0.9812828
Q9NR50	Q12905	1	0.349323	0.9091857
Q13127	P49411	1	0.52285933	0.9979098
O95793	O60548	0	0.7091014	0.82510644
Q9BSJ5	Q8IWS0	0	0.5195733	0.99846756
P78396	P08047	1	0.4532607	0.9912618
Q13887	Q15596	1	0.7850696	0.6749413
O95786	P14854	1	0.5544695	0.9881323
Q8WVZ9	Q9BQC6	1	0.56733567	0.9818636
Q96A57	O43889	1	0.43270805	0.9818872
Q9NWS0	P51610	1	0.41985983	0.9743102
P01303	P32245	1	0.6315973	0.9307286
O14880	P02786	1	0.49065265	0.9996505
Q6ZN17	Q96MN5	0	0.7025654	0.8358691
O43167	P15923	0	0.739461	0.7706337
Q5JX71	Q9NVC3	1	0.7308634	0.7868084
Q9Y2G8	Q8WVX9	1	0.8874997	0.39937598
Q9UKX7	Q7Z5J4	1	0.44424194	0.98756415
P47992	Q7Z6L1	0	0.6613865	0.8958176
Q8N961	Q9NR09	1	0.72415674	0.79901505
Q13951	P63279	0	0.38572922	0.9477688
Q9H7F0	Q96JP5	0	0.15940756	0.53598714
P00403	P36956	0	0.74269074	0.76440483
O43927	P32302	1	0.5483107	0.9906643
Q96D03	Q86VK4	1	0.5003589	0.99999946
P78371	Q9ULM3	0	0.32141563	0.87243044
Q86UK7	O14628	0	0.65608555	0.9025492
Q9Y385	Q9C086	0	0.16194344	0.54287106
Q96JP5	P47775	0	0.09226798	0.3350184
Q16637	Q7L5N1	1	0.48244512	0.9987673
Q9Y2K1	P02724	0	0.11474946	0.4063281
O60884	O00391	1	0.38807935	0.9498951
Q9Y5P6	Q9BTP7	0	0.61823225	0.9440845
P0C7P0	Q7L2E3	1	0.5815878	0.9733737
Q9NRC8	P25490	0	0.43964723	0.98543024
Q9Y657	Q9NR30	0	0.5111481	0.9995029
P62424	Q6IQ21	1	0.89479554	0.37654594
Q16718	Q9BU76	0	0.39407492	0.9551195
P49450	Q6ZUX7	0	0.12942487	0.4506963
Q5VZL5	Q14202	1	0.8507228	0.5079741
Q8WUU4	Q12830	1	0.66843754	0.8865152
Q5F1R6	Q92665	1	0.56058073	0.9853199
Q86Y39	P14927	1	0.7218864	0.8030657
Q99856	Q969T4	1	0.43007138	0.98044
P49711	Q58F21	0	0.7040586	0.83344036
O00585	Q9HB58	0	0.5350068	0.9950981
Q8TA86	P67870	1	0.80735874	0.6221224
Q9H0R8	Q9UM22	1	0.47108275	0.99665517
P04201	Q9UI26	0	0.5682803	0.9813512
Q6NVU6	Q8IVS8	1	0.52870893	0.9967032
Q13127	Q9Y6Y8	1	0.18612395	0.6059273
Q9UBB9	Q9UGP5	1	0.63945425	0.92221004
P08047	P35542	0	0.3300513	0.88446975
P10244	A6NI15	0	0.64016676	0.9214131
Q13887	Q9UQR1	1	0.8109389	0.613268
Q99543	Q9UPY3	1	0.5198188	0.9984289
Q9ULM3	Q86TJ2	1	0.77726585	0.6924946
Q9Y3C8	Q15942	1	0.59410894	0.96457404
O00526	P54707	1	0.7694987	0.7094818
P55317	P62888	1	0.5122742	0.9993974
Q03135	O95881	1	0.3715015	0.93395257
Q53GT1	P31025	1	0.5305228	0.99627346
Q96EB6	Q9NWK9	1	0.49669287	0.9999562
Q9BUY5	P24863	1	0.67466986	0.87796175
Q12906	Q86UK7	0	0.7402393	0.76914024
P13667	Q14165	1	0.67606014	0.8760113
A1YPR0	Q96FL8	0	0.13903715	0.47882327
Q969R5	Q14166	0	0.5507944	0.9896797
Q86U44	P49327	1	0.49381086	0.9998467
P55769	O00422	1	0.44694763	0.9887418
Q8N6T7	P36954	1	0.5620054	0.98462135
Q9NY93	P49711	0	0.75670046	0.7364195
Q14562	P06746	0	0.78098047	0.6841999
P29375	Q9BWW8	0	0.28150532	0.80904025
Q9H244	P0CG08	1	0.68981683	0.8558783
O00526	Q9UI26	1	0.60466754	0.95617884
Q96EY1	Q12905	0	0.23093463	0.7104153
P37108	O95793	1	0.5553904	0.9877276
Q86UK7	Q13127	1	0.74387294	0.762104
Q9NWS0	P13010	1	0.45925838	0.99336046
Q96IW7	Q5JX71	1	0.78295106	0.6797548
P15923	Q9Y657	1	0.48616135	0.99923396
Q92830	Q7RTS3	1	0.5409799	0.99328256
Q9H2U1	P42766	0	0.9050916	0.34360322
P01591	Q8WUB8	0	0.29951355	0.8392207
Q96KC8	Q96NT0	1	0.38061687	0.94299066
Q9H0W5	Q9Y6J9	1	0.61435765	0.9476893
Q96K58	P48382	0	0.741499	0.7667129
Q12952	P54253	1	0.79548645	0.65075105
Q9NZC7	P18850	0	0.57984066	0.97450185
Q6IE81	Q9UQR1	1	0.74469423	0.76049894
Q96EL3	P09234	1	0.36452943	0.9265909
Q96BI3	Q9NPA1	0	0.8626266	0.47400776
Q05516	Q9Y5Y0	0	0.0835721	0.3063512
O95409	P08151	1	0.8707138	0.4502852
Q8N6T7	Q9UJX4	1	0.5479104	0.9908184
P35270	Q9Y3C8	1	0.39436057	0.9553613
Q13542	P41002	0	0.60277027	0.95775306
P62805	O75643	1	0.7814923	0.68304837
P29371	Q14197	0	0.12721793	0.44413412
Q9NWT8	Q9BRJ6	1	0.5662259	0.9824565
Q8IWL3	P22234	0	0.8099601	0.6156989
Q16740	A8MXV4	1	0.59784	0.9617093
Q9NR30	P39019	1	0.90940547	0.32954866
Q9UHR6	Q13428	1	0.61395746	0.9480548
P14854	P62263	0	0.67510647	0.8773509
Q8NDX2	Q07325	0	0.29313973	0.82883537
P62699	P25791	0	0.6105134	0.95114714
P09669	O95619	0	0.366499	0.9287099
P61073	Q92508	1	0.8597389	0.48235172
P54707	P14854	0	0.27091712	0.7900841
Q9P2N7	Q5VZL5	1	0.39620507	0.95690644
Q9H2F5	Q5T749	0	0.5930543	0.9653636
Q9H2C0	Q9Y618	0	0.28445902	0.8141684
Q92633	Q5SSJ5	0	0.11085074	0.3942514
O75379	P62424	0	0.12179571	0.42784604
Q96DZ7	Q96Q45	1	0.7568619	0.7360878
Q9BPW9	Q01814	1	0.8433208	0.5285233
O14625	O95715	1	0.844693	0.52474695
Q5T9L3	Q96IW7	0	0.80904067	0.6179755
P39019	Q9NXE4	0	0.21737681	0.6804965
Q99750	O43167	1	0.17946748	0.58903563
P61619	Q9Y2L8	0	0.16342369	0.5468656
Q14197	Q9H0U6	1	0.96687704	0.1281033
Q13227	O75376	1	0.72789335	0.7922585
Q8N6T7	P52435	1	0.74350137	0.76282835
Q9H7E9	O60885	1	0.3729073	0.9353898
Q9UPY3	P61247	1	0.5582828	0.98641247
Q5T653	Q9UBS3	0	0.3522817	0.9127172
Q9BY12	O75190	1	0.505131	0.9998947
P22234	Q96IQ9	0	0.46317804	0.9945766
O75953	O75475	0	0.26554048	0.78011495
Q08211	P63279	1	0.35303277	0.91360253
Q8N6G5	O95409	0	0.13824907	0.47654507
Q8WX39	Q13162	0	0.41680187	0.9723123
Q8NCK7	Q9Y2U9	0	0.30478898	0.84757066
Q99814	Q8N653	0	0.46086532	0.9938739
Q9UI09	O43615	0	0.92509055	0.2771921
Q9H0W5	Q96JM7	0	0.551867	0.9892393
O60885	Q92620	1	0.55728126	0.9868754
P18146	P08047	1	0.8622933	0.47497424
Q9NPA3	O43741	1	0.6538331	0.9053415
O15444	Q96EL3	0	0.37559763	0.9380962
Q9NWS8	P10606	1	0.86984485	0.45285913
O75409	Q01814	0	0.48281103	0.99881816
Q13127	Q9UQ35	0	0.87826174	0.4276722
P62899	Q8WUB8	1	0.8593757	0.48339638
Q14973	Q5TGU0	1	0.89987355	0.36040455
Q96HH4	Q8WWI5	1	0.8719715	0.44654885
Q86Y78	Q8NEW0	1	0.6138668	0.9481374
Q9NX58	O75569	1	0.41720504	0.97257996
Q6P5X5	Q9H2F3	1	0.86867726	0.4563083
Q8N6T7	Q9NPI1	1	0.5901	0.967528
Q9BUE6	O14867	1	0.30607337	0.84956986
Q8N8A6	P50991	0	0.67856383	0.8724598
Q9BQC6	Q9H9B4	0	0.27068463	0.7896579
Q2KHR3	P51800	0	0.08655171	0.31624204
Q5T2D3	Q96EB6	0	0.6420165	0.9193253
P62266	Q9UL40	0	0.63409144	0.92807794
Q12906	P55265	1	0.49963298	0.9999995
Q13838	P56557	0	0.3081953	0.8528438
O95786	P42166	1	0.72273654	0.8015537
Q1KMD3	Q69YN2	1	0.66419864	0.89215523
Q9H0E9	Q9Y320	0	0.23141733	0.71145344
P09622	Q9H2P0	0	0.3471984	0.90660673
Q00403	Q8TAX7	1	0.38305476	0.9452953
Q08211	Q96HJ5	0	0.14514554	0.49631324
Q8WUU5	Q3KNW5	0	0.15338336	0.5194276
Q86XD5	Q96C28	0	0.30896887	0.8540284
O60281	Q6N043	1	0.84717464	0.51787907
Q92633	Q96K49	1	0.82590646	0.57513994
Q8N661	P04844	0	0.88187355	0.41669038
Q71U36	P17987	1	0.8071468	0.6226434
Q71U36	P48643	1	0.8123548	0.60973793
O00214	P20309	0	0.5137406	0.9992448
O00762	P30411	0	0.8120797	0.610425
Q9H0G5	Q9HCE5	0	0.7651845	0.7187087
O95600	P49711	1	0.86074656	0.47944766
Q9BU19	Q8IWI9	1	0.7133476	0.8179312
Q9UIH9	Q9NPI1	1	0.5608819	0.9851736
Q16740	P35659	0	0.37924376	0.9416718
Q9BZS1	Q86T24	1	0.60853195	0.95288324
Q04864	P50990	0	0.2883545	0.8208247
Q13951	Q4LE39	0	0.55593455	0.9874853
Q9Y4A8	Q8NI32	0	0.47255787	0.99698764
Q9Y3S2	Q8NAP3	0	0.7216829	0.80342674
Q9NZC7	Q04864	0	0.5586407	0.98624504
P57772	Q96FI4	0	0.62935823	0.9330658
P15172	Q4LE39	1	0.4385751	0.9849079
Q9Y3I1	Q9BXP5	1	0.17519978	0.57801926
Q9UBS3	P37088	1	0.37455645	0.9370557
Q75WM6	O95251	0	0.63808024	0.9237354
P40429	Q96B77	0	0.6846368	0.86363703
Q00403	Q99633	1	0.72595423	0.79577875
P01100	Q9UBL3	1	0.5354664	0.99496853
P08047	A0PJY2	1	0.69305253	0.8509229
Q7KZN9	O00422	1	0.29709864	0.83532417
O60885	Q9BU76	1	0.6263185	0.9361745
Q53EQ6	Q9NVN3	1	0.5281741	0.99682486
P16383	P54253	1	0.59264994	0.96566397
Q9H1C4	P36021	1	0.77204496	0.70396614
Q99726	Q8WWK9	0	0.0889885	0.32427818
Q9C002	P54253	0	0.31514227	0.86331046
Q96EC8	O43674	0	0.46828854	0.9959775
